Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,,
,,"I'm going to launch several comlaints against you, watch out!",,,,,,,,,,,,,Rude,0.533657747,,,
092011 Stack Overflow,3817336,you asked this same question a couple days ago http://stackoverflow.com/questions/3595256/simple-pseudocode-code-question .  Did you not like the answers you got?,9,6,9,8,5,A3OW54MEVDKXJL,A28ZB4ZB13BWAI,A1GK3MPU2HL0C8,A3DGKW5JY87RCH,A2WGBPEN45GJNF,-1.699464126,7.4,Rude,0.29859181,,,
092011 TeX - LaTeX,39059,"I'm not understanding ""The first paragraph of http://www.ctan.org/starter.html needs an update.""  How, please?",5,5,9,5,1,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A771BLWJLMWYY,A2MWGIVIKOXWYM,-2.099292348,5,Rude,0.723209446,,,
092011 Stack Overflow,4182042,Could you be a bit more specific? What do you mean by short key for scroll?,17,17,19,21,17,A2UFD1I8ZO1V4G,A1G05O3HM7DNVZ,A2BKPNKU3EG41Z,A3DKR227NQCH4X,A39FH0T1NKKMVO,0.915829118,18.2,Polite,0.514988882,,,
092011 Stack Overflow,2664156,And what operating system? and why on earth are you writing this in assembler?,11,9,1,7,5,A1BS64O3JY0YJ4,A2UFD1I8ZO1V4G,A320SR22MPGY17,AD1IH74UX9IAI,A2WGBPEN45GJNF,-2.131546513,6.6,Rude,0.385957616,,,
092011 Cooking,4209,"Need more details please.  Presumably you are making your own marshmallow from scratch?  And you are referring to store-bought ""food colouring"" as ""synthetic coloring agents?""",15,17,17,17,25,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3UH6OT7941A8A,A309BLCQJHQULO,A2BNOEYZ3VRW2R,0.296659304,18.2,Polite,0.037526675,,,
Wikipedia,105723,I noticed your nice improvements to <url>. Are you thinking of merging/redirecting <url> to that article?,17,13,19,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,0.776670541,18.2,Polite,0.038412594,,,
Wikipedia,458287,"Since working on the article you wrote, I have become fascinated with this band.  Is any of their music availabe online?",13,24,21,25,13,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,0.93518144,19.2,Polite,0.240235187,,,
Wikipedia,495766,Thanks. Anything else?,21,17,16,18,17,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.965477486,17.8,Polite,0.981387131,,,
Wikipedia,110607,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",17,17,17,25,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,A29B522D0BX6HN,1.111935667,19.4,Polite,0.350763982,,,
Wikipedia,627508,"I responded to your talk page comment, encouraging you to try your hand at reworking it.  Good analysis of a potential problem, so why not take a whack at it?",17,17,21,17,17,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,A1RT9SQ9D9DLOV,A1DTQSIIYIZL62,A1Y3Z92RE62NPS,0.878315495,17.8,Polite,0.308379771,,,
Wikipedia,596791,That was a nice pic you put up in the Civil War article. where did you find it?,21,24,21,22,21,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,1.614684557,21.8,Polite,0.872834798,,,
092011 Physics,18935,"My brain has been scrambled a bit by your sentence: ""Essentially there is no way to distinguish between an object at rest or moving at a constant velocity."" - can you elaborate please?",21,17,21,21,16,AO3XB5I5QNNUI,A233ONYNWKDIYF,A3CFNUD7VR2E1E,A3CPYEB0W3MLZK,ARX0S1CIDJLOX,1.532656345,19.2,Polite,0.246725437,,,
Wikipedia,227097,It's not Bowdlerism to delete nonsensical trivia about which movies an actress appears nude in.  Should we indicate what color her hair is in those movies?,5,9,6,17,5,A1R4VG71V6XECZ,A21753FQKCM5DQ,AO5E3LWBYM72K,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,-1.272548481,8.4,Rude,0.289220858,,,
092011 Stack Overflow,1074403,"""issues""?  What issues?",5,9,9,5,13,A2YNPKYEFDZ6C9,A3MMLCBV2W3BP9,AO3XB5I5QNNUI,A2BKPNKU3EG41Z,A2GSW5RBAT5LQ5,-1.296008978,8.2,Rude,0.333410489,,,
Wikipedia,530009,You do realise this is complete rubbish - it's already been speedily deleted once if you check the logs. I can't see any advantage to having this crap floating around for 5 days - can you?,2,13,5,2,1,A1T5YMBH35PDBX,AO3XB5I5QNNUI,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-1.920509834,4.6,Rude,0.101079853,,,
Wikipedia,283318,"Jeez, Joe, and I was going to suggest you hang around Andrea's to make sure he doesn't do himself a disservice... What is this? Getting blocked is the new cool?",9,10,5,5,13,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,-1.307216813,8.4,Rude,0.711176633,,,
Wikipedia,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",21,17,17,21,20,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,1.40734518,19.2,Polite,0.081514044,,,
092011 Stack Overflow,5306511,seems like gettimeofday issue on linux. maybe your kernel has some extra configurations for timer?,17,21,17,17,17,A30XX64989TZKE,A3OW54MEVDKXJL,A320SR22MPGY17,A3DKR227NQCH4X,AFHAH1BIN51GI,0.654698572,17.8,Polite,0.417543639,,,
Wikipedia,418733,Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  Or did you not even bother to research before making such claims?,9,1,10,5,5,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AYG3MF094634L,A1KC138MX47DXA,A1Y3Z92RE62NPS,-2.16494939,6,Rude,0.859739266,,,
Wikipedia,626838,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",17,21,20,17,21,A21753FQKCM5DQ,A2YFPO0N4GIS25,A3LXBP8T6JMY9B,A38WUWONC7EXTO,A1DTQSIIYIZL62,1.313296309,19.2,Polite,0.065971385,,,
Wikipedia,263566,Let me know when's convenient and I'll put the kettle on. Tea or coffee?,17,23,20,17,20,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AVHARSCRX7M9E,A13CO3B2BRXQLZ,AEYHIQUDWJ3KV,1.270400495,19.4,Polite,0.635579621,,,
Wikipedia,621235,4.5 million hits on Google turning up the non-Columbia campuses.  What are you talking about?,9,5,8,7,5,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A3TFQK7QK8X6LM,-1.262234076,6.8,Rude,0.131448638,,,
092011 Stack Overflow,2400379,"@Rajendra: I have read it carefully, and both the original problem and the converted problem can be interpreted in multiple ways. Is it that hard to give a yes or no answer?",5,9,13,3,1,A3R637QBE0IXDF,A233ONYNWKDIYF,A28TXBSZPWMEU9,AP6784DKV31O6,A3DKR227NQCH4X,-1.742535158,6.2,Rude,0.13752586,,,
Wikipedia,629301,"Hi, Michael David. Was there any consensus reached on this issue?",17,17,21,16,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.66160609,17.6,Polite,0.758922153,,,
Wikipedia,590973,"Just think about it. If, unlike Saudi Arabia, the US is the Land of the Free, then how come you are only allowed to drink <url>?",9,1,13,11,9,A233ONYNWKDIYF,APDWVWS2HMSFD,A3GOI327COFGY5,A29B522D0BX6HN,A3IHLWMZNBLUR4,-1.054428149,8.6,Rude,0.010119681,,,
092011 WordPress,5578,You're doing two times the same thing (2xforeach) and the previous variant might just overwrite the option if the not set in $_REQUEST. Probably this is the issue?,13,5,8,2,1,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A28TXBSZPWMEU9,ARX0S1CIDJLOX,-2.051606084,5.8,Rude,0.904045443,,,
Wikipedia,506381,I saw you work alot with medal of honor articles and I wanted to ask. If you think that  <url> article is close to  GA?,17,17,16,21,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A00613921OIEGJA322163,A2AMGE57IJVSHF,0.583265117,17.6,Polite,0.382483727,,,
092011 Stack Overflow,192132,I can't parse the For example part.  Can you provide a clearer example?,21,20,17,17,17,A233ONYNWKDIYF,A2BKPNKU3EG41Z,A1HBDQ0BJQBA4Q,A3DKR227NQCH4X,A3OY0OL2M0HUTT,1.075166149,18.4,Polite,0.179445972,,,
092011 Stack Overflow,4907566,"I asked ""A or B?"", and you said ""Yes""...?",10,13,1,12,5,A2WKPCZU4U110T,A1BS64O3JY0YJ4,A2USG66RL7MM4E,AYG3MF094634L,A1G05O3HM7DNVZ,-1.466809696,8.2,Rude,0.286749901,,,
Wikipedia,391236,"Some time ago, you uploaded separate maps for each town and unincorporated community in <url>.  Do you have similar maps for any other counties, or a town-level map of the entire state?",17,18,19,14,21,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A28TXBSZPWMEU9,A2QH1BQA6GR48O,ANVEDG15GV3QE,0.991776851,17.8,Polite,0.582250353,,,
092011 Stack Overflow,5456195,"...have you considered implementing it yourself? You *are* a programmer, aren't you?",1,1,7,9,8,A1UIH2IMG9DV95,A23FB7HE970AZJ,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A3L459M9ME6WKI,-2.077445081,5.2,Rude,0.194050661,,,
092011 Stack Overflow,3002690,"@Moron : I am not here to get my work done, but to learn better ways from other people, and perhaps help them if I can.   BTW ... Why are YOU wasting your time with that comments?",5,10,1,6,12,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2ANYIYF6PV1T5,A3TXO6RKFIDFUV,A2WGBPEN45GJNF,-2.206408639,6.8,Rude,0.422460867,,,
Wikipedia,618834,"Fine, but you didn't need to be an admin to make edits to articles.  Or did you?",9,3,1,8,13,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-1.189413327,6.8,Rude,0.110711027,,,
092011 Stack Overflow,423155,Rainer -- thanks. Perhaps you could post an answer with your changes made so that I could see them?,15,17,18,25,16,A1K8E2E0HHRZ4S,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A1TWD4UTLWVYAQ,A2BKPNKU3EG41Z,1.284150589,18.2,Polite,0.192776408,,,
Wikipedia,626770,"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy.  What are you talking about?",5,3,6,1,5,A233ONYNWKDIYF,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,A1DTQSIIYIZL62,-2.298733064,4,Rude,0.023062725,,,
092011 Stack Overflow,5054319,"This sounds a lot like a machine learning algorithm - you're trying to find some function of those five parameters that estimates the ""goodness"" of the stock.  I'm no machine learning expert, but perhaps someone else here is?",17,21,17,15,20,A3R637QBE0IXDF,A3E157ZN8XPUKJ,A3OZ8KF0HWSVWK,AP6784DKV31O6,A1Z7WT01G55LDC,0.520906029,18,Polite,0.819605766,,,
Wikipedia,621114,And  what did I do wrong???????????????????????,9,1,7,6,9,A2UFD1I8ZO1V4G,A3Q5YG3X67WHFD,A3EJ5TT2ZGBIDA,A38WUWONC7EXTO,A1DTQSIIYIZL62,-1.762476325,6.4,Rude,0.132443802,,,
Wikipedia,271167,This is irritating. What browser are you using?,7,13,5,3,9,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2GD31JIW0OCYO,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-1.393453861,7.4,Rude,0.917717168,,,
092011 Stack Overflow,1315595,"Following your edit, it looks like your rescue is catching a SystemExit exception (raised when you call exit) rather than the TypeError from trying to join nil with a String. What's on multi.rb line 234?",21,16,13,17,21,AGFHIO3UKJ9EF,A3EJ5TT2ZGBIDA,A1TWD4UTLWVYAQ,A2EV4INWSEBY6Q,A2PIUQICBRBZZY,0.470620643,17.6,Polite,0.012212744,,,
Wikipedia,41647,Thanks for the redactions :). Is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?,19,21,17,16,18,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AYG3MF094634L,A3EJ5TT2ZGBIDA,A2BE71BN177IH3,1.202880216,18.2,Polite,0.462738083,,,
Wikipedia,626505,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",17,17,22,18,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,AYG3MF094634L,A1F4D2PZ7NNWTL,1.236243119,18.8,Polite,0.042889271,,,
092011 Programmers,72975,"I've updated the question to specify that it's verbal feedback we need to record (sorry for the ambiguity). That noted, would such a system work with a member of the team adding clients' comments on their behalf?",9,9,6,5,13,A233ONYNWKDIYF,A1HUUSCZ4I5SOP,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,-1.64808013,8.4,Rude,0.550330123,,,
Wikipedia,86340,"Hi, I am having problems with one of the references you added as it goes to the main page and not to one showing any of the figures on religion. Can you have a look at <url>?",21,21,17,17,13,A233ONYNWKDIYF,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.899419156,17.8,Polite,0.80495316,,,
092011 Stack Overflow,4452252,"@Jakub Hampl: At my current stage of design, it is more of a logic based game rather than an animation driven game. Out of curiosity, could you expand on the more powerful topic you were mentioning?",20,21,22,23,21,ATHS9GUME1XCA,A233ONYNWKDIYF,AE68VBES5HIPY,A3OY0OL2M0HUTT,A38EGQEYZHRQNC,1.466664551,21.4,Polite,0.338783202,,,
Wikipedia,202035,"Let me ask you this.  Assuming we take it that the player might have chosen any door to start with and the host may have opened any unchosen goat-hiding door, why do you not insist that the starting sample space must include all the possible door combinations?",5,9,1,11,13,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,-1.249050553,7.8,Rude,0.922381216,,,
Wikipedia,622398,"Thanks a ton for looking that up for me. For the purposes of a citation, what are the page numbers for the whole article?",21,17,16,17,21,A16PRU8T6NZLN5,A1TLLJDX8H4JP1,A2UBXHCHM2I6IL,A1RT9SQ9D9DLOV,A3FGBGZ4RKH712,1.035626913,18.4,Polite,0.956178617,,,
Wikipedia,20249,"Certainly the work is out of copyright, and some of the neighboring volumes in the series are visible on archive.org (and I don't have trouble with other books on google generally).  I wonder if you know of any way, or could suggest any way, that I could get to see the downloaded pdf of Newcomb vol.6?",16,17,23,14,24,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2HHK2B1GUH9GX,A31RP7HI5172B,A3SQ6ORWDN5BGZ,0.772032345,18.8,Polite,0.751970919,,,
092011 Stack Overflow,2988458,What is the actual question? And have you considered using punctuation?,9,5,6,7,5,A3OW54MEVDKXJL,A125P73OQSRNI5,AD1IH74UX9IAI,A39FH0T1NKKMVO,A321FJYVTX5WP9,-1.979883058,6.4,Rude,0.618475952,,,
Wikipedia,627373,"And DAB uses a very foul language, persistently, is that right? Did I not talk to you about that already?",8,8,12,9,5,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AYG3MF094634L,A1E0EK09CA5OIO,ABM77ZQWCHPNX,-1.319960923,8.4,Rude,0.276939843,,,
092011 Stack Overflow,6380170,"I know what KMP stands for but not BM. Would you mind writing down what each of them stands for, in case others don't know?",21,13,17,17,25,A233ONYNWKDIYF,A28TXBSZPWMEU9,A2WRP1KHK1UU7L,A3EJ5TT2ZGBIDA,A2WGBPEN45GJNF,1.344274622,18.6,Polite,0.16404966,,,
Wikipedia,620039,"OK, so a website might not be reliable even if its sources are (despite the convenience in showing both on wikipedia for guidance, as mere reading material). But what you failed to explain is... WHY IS THIS PARTICULAR AND UNMENTIONED BY THE RULES WEBSITE UNRELIABLE?",10,1,5,9,13,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.108776266,7.6,Rude,0.982085811,,,
Wikipedia,619448,Why did you block tanner1996 that is me I was going to choose Nascar1996 but someone else is using that name??????????,8,9,6,6,7,A2QN0EGBRGJU1M,A1VE0KG5BAO7EU,AYG3MF094634L,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,-1.981101669,7.2,Rude,0.176644473,,,
092011 Stack Overflow,6592423,"Can you provide more context for your second code example? Specifically, how is $doc defined?",21,17,22,15,13,A3G9MSZVWB7W42,A2UFD1I8ZO1V4G,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A14TK8NCD4CUN1,0.637624188,17.6,Polite,0.349721993,,,
Wikipedia,486311,"I received a message from the bot you run telling me that one of two duplicate files I uploaded is due for speedy deletion. If possible, could it be made that Bath_badge.png is the one that is deleted, rather than Bath_rugby_badge.png please?",17,25,17,20,22,A233ONYNWKDIYF,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A29B522D0BX6HN,1.261143543,20.2,Polite,0.620971283,,,
092011 English Language and Usage,34724,"could you give an example, please. What oportunity do you mean?",10,13,5,1,9,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A1W2G1N4BDF2DW,A1LRRDBA84ITCJ,-1.518630544,7.6,Rude,0.781614659,,,
Wikipedia,393977,"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as ""the claim"" so that I may find relevant information to refute?",21,13,21,25,19,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,1.436016057,19.8,Polite,0.493590103,,,
Wikipedia,188936,Sorry to bother you but theres a report on <url> regarding <url> which has been a target for IP vandalism. I'm only asking directly  because the vandalism is continuing and I'm close to not being able to fight it anymore under policy so can I ask if you could please issue the protection and revert the IP's vandalism back to my last revision?,25,21,21,19,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,2.072777808,21.2,Polite,0.187087783,,,
Wikipedia,204181,I'd be happy to help but I don't speak Ukrainian. What do you need help with?,17,17,17,25,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,AIPK94CUWL45W,1.310776725,19.4,Polite,0.167271713,,,
Wikipedia,620521,"Hi DeltaQuad, Since several reviews have been done, can you review the version from the same date? 1 July 2010?",17,17,18,21,15,A2UFD1I8ZO1V4G,AYG3MF094634L,A3L8MJ1C4OEDGV,A3TFQK7QK8X6LM,AZ1RJVNOZFIWV,0.536838788,17.6,Polite,0.6603633,,,
092011 Cooking,15155,Why do you want to cook fish for someone who doesn't like it?  Why not just give her something else?,5,1,13,5,17,A233ONYNWKDIYF,A162TOBLD1669W,A3UWUXJ22GCVJA,A309BLCQJHQULO,A3IS283P2CECZJ,-1.443137139,8.2,Rude,0.974215195,,,
092011 Stack Overflow,4046655,Sorry I figured the random characters in the receiving end of the socket gave it away. Why is the system receiving 94/64/and 7's (ascii decimal converted from ascii characters) and how can i fix it?,21,13,13,25,16,A29OF3N57XNRZ0,A233ONYNWKDIYF,A2TK0FA154PHP0,A2Y0ZGI29KQBTB,A1F4D2PZ7NNWTL,0.596406637,17.6,Polite,0.743761944,,,
Wikipedia,628216,You see how time consuming and annoying it is when a person keeps on telling you to provide a source. Why do you want ''Michael'' to be just another compilation album?,9,1,10,6,18,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,AAZKHFKG1B8VQ,AO5E3LWBYM72K,AEYHIQUDWJ3KV,-1.042410462,8.8,Rude,0.463008135,,,
092011 Webmasters,4191,"What are you uploading the images for? Is it something that your theme will reference, or something that you want users to have access to and to be able to re-use images that you already posted in their own content?",1,9,9,6,3,A1VIEFZYI54JHP,ARYGQ46IMW8AU,A32VJLRWGMYGSU,A29B522D0BX6HN,AI4WWBB2PNCKH,-1.977713159,5.6,Rude,0.379902032,,,
Wikipedia,517739,Are you unable to pee with a half filled bladder???,9,5,5,1,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,-2.27943726,6.6,Rude,0.931264983,,,
Wikipedia,170548,"So why didn't you just look through the source, to see if there was a number there? Or why didn't you simply ask the editor on their talk page?",11,5,12,6,10,AYG3MF094634L,A2JG59YYWBBC5C,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A2JKFTV0JXWMI6,-1.368048171,8.8,Rude,0.486575803,,,
Wikipedia,347553,Thanks for help! One more question: similar item at this address is a painting: http://sflib1.sfpl.org:82/record=b1035824~S0 Do I use the same tags?,17,25,17,19,21,A233ONYNWKDIYF,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A29B522D0BX6HN,1.166897227,19.8,Polite,0.393818449,,,
092011 Stack Overflow,6192220,"Apropo WTL - is there an atlernative supproted by MS that would allow to build lightweight, single file (no additional dlls to distribute) binaries in c++ ? :-) Or even c# ?",21,19,15,17,18,A3G9MSZVWB7W42,ATHS9GUME1XCA,A2BKPNKU3EG41Z,A2WGBPEN45GJNF,AFHAH1BIN51GI,0.338649962,18,Polite,0.500597978,,,
Wikipedia,31997,What? Please speak brighted.Ps.Do you know gag?,9,5,9,9,3,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,ASMS4TMF7H5CR,-1.557839188,7,Rude,0.623400168,,,
Wikipedia,622063,Lowell/Lawrence Blvd leading from Lowell to the Methuen Rotary is a device from hell as well.  How many people does that short stretch of road have to kill?,1,19,1,14,6,ANGX5PAAYGL9P,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A2LQ33BQ8G259D,A872FSFU7WV6W,-1.053024233,8.2,Rude,0.311300921,,,
092011 Bicycles,1722,Thanks for the response. I'm looking for a way to do something like record a route and submit that. Do you know of anything like that?,21,17,21,21,17,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A22SZHZTF72TRM,A309BLCQJHQULO,1.567215214,19.4,Polite,0.405618665,,,
Wikipedia,346328,"Seeing you back on Wikipedia after a long time. How are you doing, and is everyone you know safe?",25,17,21,19,23,A1J7EVLCZZQSEM,A16PRU8T6NZLN5,AEWF3138PFWEN,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,1.314763682,21,Polite,0.575755268,,,
092011 Stack Overflow,8118167,"you are not giving us **nearly** enough detail to answer your question. First things first - is this a top down game, isometric, side scrolling?",4,9,1,6,9,A3RP70I4XDGOIS,ACQ5ARKNBGZKY,A872FSFU7WV6W,A2BKPNKU3EG41Z,A1Z7WT01G55LDC,-2.007397852,5.8,Rude,0.604524456,,,
Wikipedia,137132,Thank you. Was it anything in particular?,21,19,19,21,17,A1R4VG71V6XECZ,A2WKPCZU4U110T,AYG3MF094634L,A26NYABOD7YBW8,A13CO3B2BRXQLZ,1.403983015,19.4,Polite,0.756174882,,,
