Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,
Wikipedia,622124,"I understand ''your'' position, however I disagree with it, even regarding the spirit. <ins>Mostly because I don't see linking something as modification of the quote, therefore it's a moot point, even when coupled with bracketed additions.</ins> Perhaps we should see<ins>k</ins> comments from additional editors?",17,9,4,5,5,A233ONYNWKDIYF,AE3D6SE2D8UPQ,AO5E3LWBYM72K,A3H7G3TQXAYGYD,AZOAW8JH5HJJK,-1.128626089,8,Rude,0.510354022,,
092011 Stack Overflow,1671894,"If input is {{a: 1, b: 1}, {c: 1}, {b: 1, c: 1}}, do you just want {{a: 1, b: 1} , {c: 1}}, or all 3? If it's the former, what exactly do you need this for?",11,8,10,16,11,A2UME0TSE7N41G,A3EJ5TT2ZGBIDA,AD1IH74UX9IAI,AP6784DKV31O6,A3OY0OL2M0HUTT,-0.704568868,11.2,Rude,0.015966092,,
092011 Stack Overflow,2454631,How large is your triangle likely to be? Is it small enough to assume that the surface can be considered as flat or do you need spherical geometry?,13,17,14,17,19,A1UIH2IMG9DV95,A2UFD1I8ZO1V4G,AYG3MF094634L,AD1IH74UX9IAI,A2BKPNKU3EG41Z,0.756778162,16,Polite,0.016260181,,
092011 TeX - LaTeX,1584,"This isn't a question about LaTeX or friends, but about installing texlive. Perhaps move it to super user?",5,5,5,13,9,AO3XB5I5QNNUI,ALQJX7I6J8LDT,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A13HSR88OUNIVP,-2.242082868,7.4,Rude,0.016314157,,
092011 Stack Overflow,8295054,In a webpage generated by Java (in what framework?) or in a Java GUI (using what Framework?)?,9,18,17,19,21,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A3EJ5TT2ZGBIDA,A1KC138MX47DXA,A3OY0OL2M0HUTT,0.183855202,16.8,Polite,0.01643479,,
Wikipedia,529953,I've filed a <url> in regard to all the recent IPs with which RFD and I have been involved.  Could you look there and offer an opinion?,16,14,25,15,17,A1QV3X9YMQQ3OQ,AYG3MF094634L,A3TFQK7QK8X6LM,AZOAW8JH5HJJK,A1E2GQZEL6QET9,0.505291802,17.4,Polite,0.390564032,,
092011 Android Enthusiasts,5719,"Also, I seem to be missing that GPS checkbox from the settings interface... After Review i see Shutter Sound which should be on the next page according to the screenshot above. Any clues?",2,9,9,3,5,AO3XB5I5QNNUI,A3RLCGRXA34GC0,A23312XQ2AQ91W,A1KC138MX47DXA,A1FF4KWG1G44QE,-1.95856624,5.6,Rude,0.016551144,,
092011 Stack Overflow,3692579,Huh? A downvote? What for?,9,9,3,15,13,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A14TK8NCD4CUN1,A2BKPNKU3EG41Z,A2GSW5RBAT5LQ5,-1.449667185,9.8,Rude,0.016623019,,
092011 Stack Overflow,5279588,"@q0987 If that's the case, then you're leaving out some crucial information. Perhaps you could tell us why you think it's wrong as that might reveal what you left out in the question?",17,15,20,17,19,A2UFD1I8ZO1V4G,AQRI1E9W5268O,A2OXXHGAM7B0Y,A233ONYNWKDIYF,A3E157ZN8XPUKJ,0.921070566,17.6,Polite,0.016839466,,
Wikipedia,492308,"Yeeesh. Is it just me, or is it very difficult to follow these ""stream of consciousness"" postings?",10,9,10,8,8,A1RPVYUPJZGM9Z,A9Y5N2QRY4PNW,A2YFPO0N4GIS25,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-1.184718878,9,Rude,0.342051,,
092011 Gaming,4697,Nvidia dedicated graphics chip? Could you be more specific?,9,14,5,6,17,A233ONYNWKDIYF,A3RLCGRXA34GC0,A3CFNUD7VR2E1E,ARX0S1CIDJLOX,A13HSR88OUNIVP,-0.871496709,10.2,Rude,0.017456744,,
092011 Cooking,5878,How full is the blender? Could you give the full capacity of the blender & also the amount you typically blend at a time?,14,17,17,17,16,A1E0EK09CA5OIO,A233ONYNWKDIYF,A3OZ8KF0HWSVWK,ARYGQ46IMW8AU,A22SZHZTF72TRM,0.386246525,16.2,Polite,0.01755356,,
092011 Stack Overflow,6666245,Would HE HF and HG also be considered bottlenecks? Do you have a different definition?,17,20,15,18,11,A1133ON5ALJKXJ,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A1F4D2PZ7NNWTL,0.190604734,16.2,Polite,0.017553932,,
092011 Webmasters,1354,"Also, when you look at the logs, are the calls to the server become less frequent?  Is it possible you have a loop or call that gets slower over time?",5,9,13,5,9,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A3GOI327COFGY5,-1.326353556,8.2,Rude,0.01792986,,
092011 Stack Overflow,7672085,What's the purpose of this? How do you want to use them?,10,5,13,11,13,A3RP70I4XDGOIS,A2AE4MZVUX9JPX,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AO3XB5I5QNNUI,-0.556403268,10.4,Rude,0.017979211,,
Wikipedia,619515,I agree with Deb. Is there anything else you are interested in besides city planning?,1,18,9,10,16,ANGX5PAAYGL9P,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AVHARSCRX7M9E,AZOAW8JH5HJJK,-0.278892638,10.8,Rude,0.540846751,,
092011 Unix and Linux,5921,"Your symlink might have been removed by `ldconfig`. Your description is confusing, could you edit it with the exact file names involved at each step?",21,21,13,13,16,A26PVQXPVF93M0,A3E157ZN8XPUKJ,A3CPYEB0W3MLZK,A28TXBSZPWMEU9,ARX0S1CIDJLOX,0.13858393,16.8,Polite,0.01857964,,
092011 Photography,11308,"Hah, yea I know, there isn't a good option.  The aversion is fallout from all those 'Can somebody suggest a good walk around lens?'",21,25,16,16,14,A26PVQXPVF93M0,A3E157ZN8XPUKJ,A3CPYEB0W3MLZK,A28TXBSZPWMEU9,ARX0S1CIDJLOX,0.593157503,18.4,Polite,0.018639308,,
092011 Home Improvement,449,What part of the country are you in?  Does it freeze in the winter?,9,9,5,25,11,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2TVQMMI5TNQPJ,A1ZHP80O13CEUI,A23312XQ2AQ91W,-0.254787633,11.8,Rude,0.01868315,,
Wikipedia,621292,Thanks for identifying it as self created. What license do you release it under?,21,21,17,21,21,A2X9AEDAHF7O7S,A3LSDGSZQEK7NF,A34A6MSJTD9A4L,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.719558572,20.2,Polite,0.24832517,,
092011 Gaming,20827,I let it accepted for the computation but it seems the link is not the good one as they're not talking about levels in this thread. Could you check please?,12,15,17,21,25,AO3XB5I5QNNUI,AYG3MF094634L,A3E157ZN8XPUKJ,A32VJLRWGMYGSU,A2MWGIVIKOXWYM,0.55413411,18,Polite,0.01898298,,
Wikipedia,86340,"Hi, I am having problems with one of the references you added as it goes to the main page and not to one showing any of the figures on religion. Can you have a look at <url>?",21,21,17,17,13,A233ONYNWKDIYF,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.899419156,17.8,Polite,0.470266506,,
092011 Stack Overflow,3129165,"If the ads are script elements, does it really matter where you place them? Perhaps you can give an example?",11,9,6,9,17,A1GGOZPHYU0OC0,A3MMLCBV2W3BP9,A14TK8NCD4CUN1,AO3XB5I5QNNUI,A1F4D2PZ7NNWTL,-0.789793037,10.4,Rude,0.019413338,,
092011 Physics,29479,@Georg: Yes. Did you read my comments?,11,5,9,3,13,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A233ONYNWKDIYF,A1KC138MX47DXA,A1CIIX0CB0GR7H,-1.405058627,8.2,Rude,0.019596079,,
Wikipedia,284104,"What do you mean by ""not a derivative of Formula 3 article""? Why did you feel compelled to remove the link to the main F3 article off the top of all the F3 sub-articles?",5,9,13,9,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-1.571458724,8.2,Rude,0.567223691,,
Wikipedia,627774,Thanks for striking out the comment. Any chance of a support/oppose vote?,14,22,17,21,25,AYG3MF094634L,AO5E3LWBYM72K,ARYGQ46IMW8AU,A3CFNUD7VR2E1E,A34ZSF2JSRXIRP,0.845322092,19.8,Polite,0.762689643,,
Wikipedia,610844,SuaveArt has edited his post on the Wikipedia Review and is now lying about me. Did you see the actual post there before he changed it so you can back up my cut-n-paste of what it said?,13,6,13,13,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,-0.64541696,11.6,Rude,0.504239989,,
092011 Drupal Answers,4563,Interesting question. Are you after a theoretical discussion or is there a specific problem you're trying to solve?,17,17,13,21,17,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ARX0S1CIDJLOX,AI4WWBB2PNCKH,0.872628321,17,Polite,0.02053075,,
092011 Stack Overflow,2384441,"I'm not sure what you mean. The uploads will be public so you don't need to be logged in or anything, and the file checks can be done on the other servers after upload?",20,21,13,21,13,A3R637QBE0IXDF,A3E157ZN8XPUKJ,AO3XB5I5QNNUI,A3DKR227NQCH4X,A2GSW5RBAT5LQ5,0.390561799,17.6,Polite,0.020714582,,
092011 Stack Overflow,6044697,"@felix, why? isn't he just creating an new object?",9,14,11,10,10,A1K8E2E0HHRZ4S,AYG3MF094634L,A28TXBSZPWMEU9,A3EJ5TT2ZGBIDA,AD1IH74UX9IAI,-0.870200305,10.8,Rude,0.02148741,,
Wikipedia,608090,"''You wrote:'' I'm not trying to be obtuse, but is what you're saying in essence that if we cannot tell whether an award is utterly trivial then that uncertainty becomes sufficient assertion of notability to not apply A7? So if an assumption needs to be made, or discretion employed, A7 doesn't apply because the assertion of notability has been made?",13,9,9,5,6,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,-1.11945642,8.4,Rude,0.152738352,,
Wikipedia,234951,"Hmm, page says you are unavailable right now. This means you wont be fixing up <url> any time soon?",15,13,9,9,9,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,-0.603923806,11,Rude,0.747995095,,
092011 Home Improvement,9044,Your top picture shows two white plastic tabs with the one on the right looking like it is not engaged and pushed into the frig.  Possibly this needs to be pulled forward to allow the compression fitting to sit properly (or maybe it is an indicator of shipment damage??).,13,21,14,25,13,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,A1LRRDBA84ITCJ,0.431624154,17.2,Polite,0.021764082,,
Wikipedia,25622,Picking up your challenge. You a big fan of skittles or something?,9,12,13,11,11,A049499332VKQ31EB7MV5,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,-0.76269452,11.2,Rude,0.56196036,,
092011 Stack Overflow,7405000,"Not my question, but okay. Would you care to elaborate on this and  tell me what exactly is wrong?",16,13,12,5,9,A3RP70I4XDGOIS,A2UFD1I8ZO1V4G,A14TK8NCD4CUN1,A872FSFU7WV6W,A3OY0OL2M0HUTT,-0.435864203,11,Rude,0.021961449,,
092011 Programmers,190783,"I'm probably going to be sorry I asked, but what's a BA? ""Bachelor of Arts"", ""Benefits Administrator"", ""Bad Ass""?",17,13,22,14,22,AO3XB5I5QNNUI,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A1T5YMBH35PDBX,A13HSR88OUNIVP,0.551644607,17.6,Polite,0.022181379,,
092011 Physics,8009,"Is this really about physics? I can see why it's a valid question, and I can see there's physics behind it, but is the question itself about physics?",11,9,17,10,5,A3RLCGRXA34GC0,A23312XQ2AQ91W,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,-0.939418308,10.4,Rude,0.022225056,,
092011 Stack Overflow,7807940,Does it need to follow a specific pattern? Or is it fine if the characters from the input set appear potentially at any place?,13,17,13,17,21,A23FB7HE970AZJ,A3OW54MEVDKXJL,A28ZB4ZB13BWAI,AD1IH74UX9IAI,A1Z7WT01G55LDC,0.632236745,16.2,Polite,0.022604952,,
Wikipedia,159706,I think this is a clear case of <url> . What do you think?,13,5,15,9,9,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2AMGE57IJVSHF,A3U7P73AIQVS9S,-0.375419475,10.2,Rude,0.337199599,,
092011 GIS,2150,Is there an explicit reason you can not simulate data yourself (i.e. why you can not make your own gold standard and see how changing reference systems impacts this)?,13,21,10,13,5,AYG3MF094634L,A26PVQXPVF93M0,A3RLCGRXA34GC0,A28TXBSZPWMEU9,ARX0S1CIDJLOX,-0.619941338,12.4,Rude,0.023017906,,
Wikipedia,624248,"It seems you have been investigating this administrator and have brought up several incidents in your evidence based on that. If possible, could you please link to the feedback that Dreadstar has received as an administrator during/after each of those incidents (and if there was no feedback to any of those incidents, could you please let me know in reply to this)?",21,21,15,21,17,A233ONYNWKDIYF,A6YO9886DY2SC,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,A1Y3Z92RE62NPS,1.228225088,19,Polite,0.934011336,,
Wikipedia,624161,"Yes, I posted a link to the history. I was asking/thinking where you stepped into the discussion and if you were editing as an IP and that would put a different slant on your 3rr warning to Bbb23?, have you been recently editing the article was the simple question?",3,13,9,17,8,A1486XFUE4FA27,A233ONYNWKDIYF,A3GEHPUTISVNB4,AO5E3LWBYM72K,AC25X12LNYY6Y,-0.82472083,10,Rude,0.556427355,,
Wikipedia,529029,last msg ???,13,2,12,10,9,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.986105132,9.2,Rude,0.356360035,,
Wikipedia,29454,"IMDB calls her Ethyl, not Ethel. Which is it?",13,13,9,9,9,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-0.793151105,10.6,Rude,0.370124087,,
Wikipedia,328975,"Hi Mike, Awadewit suggested you might be interested in a project we're running here at the British Museum over the next week - <url>. Perhaps you'd be able to help out and sign up?",17,20,17,21,13,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.970662744,17.6,Polite,0.024102824,,
Wikipedia,605298,"I just thought that it is nice when you are looking for RQ that you can find an algorithm that will do RQ, not QR.  It's fine if we just make a section about RQ in the QR article, is that ok with you?",17,21,17,23,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A28K8ST8B2XU0N,A3IHLWMZNBLUR4,1.108854817,19.8,Polite,0.256037951,,
Wikipedia,86372,On the mediation page you made a number of statements that I said I would like to discuss with you. Would you be willing to do that <url>?,17,17,17,21,13,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,0.726101954,17,Polite,0.58202029,,
092011 Stack Overflow,4504265,@Alexander I did not understand your last comment. Why can't you store positions?,9,14,9,11,12,A233ONYNWKDIYF,A28TXBSZPWMEU9,AO3XB5I5QNNUI,AD1IH74UX9IAI,A2BKPNKU3EG41Z,-0.653980313,11,Rude,0.024460225,,
092011 Stack Overflow,3865227,And what is the problem? Other than the missing semicolon after name[25]?,2,13,13,13,5,A2AE4MZVUX9JPX,AYG3MF094634L,ARYGQ46IMW8AU,A3K2Y59JJBDXMD,A1IMICF9ISISZN,-0.845768682,9.2,Rude,0.024590834,,
092011 Programmers,104285,I don't understand how a folder-based file system is not a hierarchical system. Could you please explain further?,17,21,21,25,25,A233ONYNWKDIYF,A23312XQ2AQ91W,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,A19AVMJ21AXYUM,1.748504139,21.8,Polite,0.024597987,,
Wikipedia,89874,"Hey, what was with the fact tag? Do you dispute its name?",10,9,17,12,10,ANGX5PAAYGL9P,A2YFPO0N4GIS25,A3CA5S8GR8TZ1U,AYG3MF094634L,AZOAW8JH5HJJK,-0.700827884,11.6,Rude,0.67673454,,
Wikipedia,622063,Lowell/Lawrence Blvd leading from Lowell to the Methuen Rotary is a device from hell as well.  How many people does that short stretch of road have to kill?,1,19,1,14,6,ANGX5PAAYGL9P,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A2LQ33BQ8G259D,A872FSFU7WV6W,-1.053024233,8.2,Rude,0.217062877,,
092011 Apple,13563,can you please try flushing your dns cache with this command dscacheutil -flushcache and restarting your browser.   Let us know if you can still access server.local with your browser?,21,19,17,15,21,A3E157ZN8XPUKJ,A1KC138MX47DXA,ARYGQ46IMW8AU,A28TXBSZPWMEU9,A13HSR88OUNIVP,0.599055211,18.6,Polite,0.024879088,,
Wikipedia,628701,"I'm usually polite, but this one seemed to need a slap across the face. It's ... words escape me .. mindboggling... jaw-dropping ... ?",9,12,15,6,4,A233ONYNWKDIYF,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,AB08R15AWTVDT,-1.244579331,9.2,Rude,0.285050925,,
Wikipedia,607129,"Actually, that's again a misromanization.  Would you ''please'' stop this insanity?",15,5,17,5,9,A3L8MJ1C4OEDGV,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,-0.878475787,10.2,Rude,0.486298768,,
Wikipedia,299080,I see that you don't have an account linked to the Wikipedia email. Would you be able to send me a message so that we can talk off Wikipedia?,18,10,21,20,21,A2WKPCZU4U110T,AVHARSCRX7M9E,A2ULMYRKQMNNFG,A3E11SHVDD48Z8,AZ1RJVNOZFIWV,0.789105309,18,Polite,0.289060796,,
092011 Stack Overflow,4224325,"Use a thick pen for the line and thin one to draw the border. (BTW, What's that got to do with `C++`?)",9,5,9,15,9,A416CQ0FIDNFT,APEJ17EE0VDDT,A1H0XDGVSBL152,A3MMLCBV2W3BP9,A28ZB4ZB13BWAI,-0.710671089,9.4,Rude,0.025191728,,
Wikipedia,80498,"And personally I'm not gonna apologize for <url>. Quite a bit different than a Holocaust denier like Nordling, don't you think?",5,5,11,8,9,AAZKHFKG1B8VQ,A1BJTTNDDFZ3ZP,A1E0EK09CA5OIO,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,-1.348234866,7.6,Rude,0.223574919,,
092011 Game Development,10808,"So, to conclude, it should be acceptable for the beginning to have only one SceneGraph, that would contain all the objects in the scene. Can you advise please, if cameras, lights, triggers should be in the scene graph as well?",13,15,21,19,17,A2PXJTMWGUE5DC,A13CO3B2BRXQLZ,A3E157ZN8XPUKJ,A3JBAUWN5T7E0Q,ARYGQ46IMW8AU,0.719039253,17,Polite,0.025538476,,
092011 Photography,2705,"And then in addition to image tags and metadata, Lightroom stores a history of *edits* such as color tweaks, crops, and all that.  Where are those stored?",21,19,24,23,21,AO3XB5I5QNNUI,A23312XQ2AQ91W,A28TXBSZPWMEU9,ARX0S1CIDJLOX,A1LRRDBA84ITCJ,2.18541192,21.6,Polite,0.025551778,,
092011 Physics,3241,Ising ?? or Icing ??,17,17,13,24,17,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2J65ZHAJQDKAC,A32VJLRWGMYGSU,0.68066186,17.6,Polite,0.025635318,,
092011 Bicycles,2715,Are you trying to find out if it has the same general geometry as a bmx bike? Do they even publish any kind of detailed specs for these things?,15,21,13,17,21,A3RLCGRXA34GC0,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A1W2G1N4BDF2DW,0.393905081,17.4,Polite,0.025866911,,
Wikipedia,313565,"I see the dilemma with separate series.. in the case with (untranslated) Spirou there are no such problems, but it seems to make more sense, with no english publication, to switch the brackets for english and original titles (ex: <url>). Does this create a problem with continuity?",18,13,20,18,17,A21753FQKCM5DQ,A2YFPO0N4GIS25,A3LXBP8T6JMY9B,A38WUWONC7EXTO,A1DTQSIIYIZL62,0.739099155,17.2,Polite,0.979250373,,
Wikipedia,110415,"Okay, let's leave the naming thing posponed for now, why are you reverting the <url>-catagory thing? just because (as you say) Iraq was formed post-WWI that doesn't mean that they aren't the same people?",9,17,6,9,13,A233ONYNWKDIYF,A22SZHZTF72TRM,AHH34KPTA2LSS,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,-0.623371605,10.8,Rude,0.743435109,,
Wikipedia,9038,Your bot takes zh:u514bu91ccu65afu6258u5f17xb7u6885u7b56u723eu5fb7 off of the Christoph Metzelder page. What exactly is wrong with it?,9,13,13,13,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-0.833700045,10.6,Rude,0.966634843,,
Wikipedia,628352,It's a low-profile page in the sense of not getting much attention from editors. Why do you think addressing Luther's views on grace is necessary to understand contemporary philosophy?,9,9,17,9,10,A233ONYNWKDIYF,AE3D6SE2D8UPQ,AO5E3LWBYM72K,A3H7G3TQXAYGYD,AZOAW8JH5HJJK,-0.66104874,10.8,Rude,0.190538711,,
092011 Stack Overflow,4757256,"@Andrew Bolster: ""listofthings in the actual implementation is coming from the parent"".  Why can't you make this `thing` method a part of the parent and simplify this design?",13,9,1,9,9,A28TXBSZPWMEU9,AP6784DKV31O6,A3DKR227NQCH4X,A28WCYNS229OHH,A2GRSJHXTR7JQR,-1.244521084,8.2,Rude,0.026347346,,
092011 Cooking,9321,"Why not bake the stew in a traditional container and roast the pumpkin separately, then move the stew to the pumpkin?  Or don't even roast the pumpkin?",12,9,15,13,9,A1E0EK09CA5OIO,A233ONYNWKDIYF,ARYGQ46IMW8AU,A22SZHZTF72TRM,A309BLCQJHQULO,-0.703199269,11.6,Rude,0.026420032,,
Wikipedia,478109,"#I am still convinced the long page on ""prostatitis"" (a misnomer in the case of CPPS) is confusing, with too many sections and subsections, and would benefit from restructuring and the creation of separate pages for each area, or at the very least the removal of the CPPS section to its own, in depth page. You were the only editor to object to this going ahead, with this comment: ""So, suggest keep this on hold for now, but in principle one might similarly split off other classification categories with this then just umbrella simple introduction."" Do you still hold this view?",9,5,17,10,13,A233ONYNWKDIYF,A26YKYQIA3GX8B,ATVZXUW7O31EV,A29B522D0BX6HN,AIPK94CUWL45W,-0.615278108,10.8,Rude,0.625055505,,
Wikipedia,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,9,9,9,11,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,-1.150131314,10.2,Rude,0.433038649,,
Wikipedia,206861,Excuse me? What are you accusing me of doing?,5,5,5,9,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,ANVEDG15GV3QE,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,-1.82987305,5.8,Rude,0.464137546,,
Wikipedia,58108,You said other sources supported the info in the infobox yet you did not indicate what sources. And why can't we use a primary source for his birth date?,5,13,5,12,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,-0.944421406,9.6,Rude,0.716492396,,
092011 Stack Overflow,687538,"When I run the code I am able to select store and that validation is good, however when I enter in a purchase amount I get invalid message and am still able to enter in the negative values. Not sure if there is an issue with my while statement?",19,13,14,17,20,ATHS9GUME1XCA,A233ONYNWKDIYF,AE68VBES5HIPY,A3OY0OL2M0HUTT,A38EGQEYZHRQNC,0.236966517,16.6,Polite,0.027439121,,
